epoch, loss, training accuracy, test accuracy
0,2.8835750012964634,0.14427447,19.1129883843717
1,2.5517964229717123,0.21293706,27.666314677930302
2,2.3518429299334547,0.2795236,35.1636747624076
3,2.224603288157003,0.34088725,45.7233368532207
4,2.0858661388183806,0.392111,52.798310454065465
5,1.9732820197418852,0.43553323,50.79197465681098
6,1.9164868316450319,0.4600306,51.42555438225976
7,1.8611837952287047,0.4760271,58.81731784582893
8,1.816848909938252,0.4960883,59.87328405491025
9,1.7753397668158257,0.5097465,56.70538542766631
10,1.7407684969735313,0.525743,57.86694825765576
11,1.706802061387709,0.5404939,59.97888067581837
12,1.693956807443312,0.54512674,57.86694825765576
13,1.6713339043663933,0.55288464,57.3389651531151
14,1.6468846211066612,0.56368005,63.1467793030623
15,1.6318749626199682,0.5671547,62.724392819429774
16,1.6089447374944086,0.57506555,61.87961985216474
17,1.5953213274895728,0.5842439,60.084477296726504
18,1.5696713297517149,0.59434,60.929250263991555
19,1.5566401439946849,0.59425265,61.66842661034847
20,1.5431597401212145,0.6022509,58.81731784582893
21,1.551660710114699,0.60207605,63.569165786694825
22,1.5296209913867338,0.60712415,61.98521647307286
23,1.509591063419422,0.6138112,61.140443505807816
24,1.497159604759483,0.6181818,60.4012671594509
25,1.4848104767032437,0.6237325,63.674762407602955
26,1.4821810603141785,0.6233392,60.71805702217529
27,1.4639244661464559,0.63059443,58.07814149947201
28,1.4536817475632353,0.6374563,62.40760295670539
29,1.4425563590509909,0.64088726,55.75501583949314
30,1.4365781794061194,0.6416084,61.98521647307286
31,1.4408239668065852,0.64224213,64.62513199577613
32,1.4160602461207996,0.648208,64.51953537486801
33,1.4042568315992823,0.65421766,58.50052798310455
34,1.4040129063846347,0.6526005,60.61246040126716
35,1.39585467110147,0.65906906,62.724392819429774
36,1.3907803678846027,0.6625,62.82998944033791
37,1.4119325071781665,0.6544799,64.20274551214361
38,1.394402420854235,0.65887237,57.655755015839496
39,1.3812793477431877,0.66621506,59.0285110876452
40,1.379753497097042,0.66440123,58.28933474128828
41,1.367869644481819,0.66713285,62.61879619852164
42,1.3603892834870133,0.6710227,61.246040126715954
43,1.3524461576988647,0.6727273,63.463569165786694
44,1.3525004339384865,0.67408216,60.4012671594509
45,1.3440002464747929,0.6749126,62.40760295670539
46,1.3365069845339634,0.67744756,61.56282998944034
47,1.330501640426529,0.6798732,63.463569165786694
48,1.3311342526149084,0.68173075,62.40760295670539
49,1.3224861522654554,0.6841346,63.78035902851109
50,1.208327010794953,0.7155376,66.2090813093981
51,1.1497932473262706,0.7295455,65.1531151003168
52,1.1542020800230386,0.72559005,65.78669482576558
53,1.139340645199889,0.72644234,65.36430834213304
54,1.1093965772148613,0.7335883,65.36430834213304
55,1.1002505996844152,0.7343531,65.78669482576558
56,1.0740238242216043,0.74023163,65.78669482576558
57,1.059057173362145,0.7423732,67.05385427666315
58,1.0498384762477209,0.74250436,65.68109820485745
59,1.036301278317725,0.74414337,64.30834213305174
60,1.0303878690396155,0.74460226,65.1531151003168
61,1.016784657798447,0.7497596,64.94192185850054
62,1.0033049550923434,0.7510708,65.25871172122491
63,0.9944617005494925,0.752972,65.89229144667371
64,0.9899550214514032,0.7519012,65.36430834213304
65,0.9793850982105815,0.7543925,66.2090813093981
66,0.9739170763876055,0.7553322,65.78669482576558
67,0.9689131364122138,0.75646853,66.31467793030623
68,0.9570179136482986,0.7590909,65.78669482576558
69,0.9559773900292137,0.75692743,65.36430834213304
70,0.9590354502617896,0.7589598,66.2090813093981
71,0.9531845144458584,0.7574301,65.78669482576558
72,0.9511228588077572,0.7577797,66.2090813093981
73,0.9499256743417753,0.75876313,66.2090813093981
74,0.9451996268092335,0.76070803,65.89229144667371
75,0.9363426040936184,0.7628496,65.36430834213304
76,0.9301747364597721,0.76171327,65.04751847940867
77,0.9284891168554346,0.7612325,65.99788806758184
78,0.9290965632958845,0.761757,66.2090813093981
79,0.9324221537663386,0.75963724,65.68109820485745
80,0.9193288307089905,0.763549,65.36430834213304
81,0.9190332930404823,0.76466346,65.78669482576558
82,0.913599934527924,0.7645323,65.25871172122491
83,0.9175382168142946,0.7639204,64.94192185850054
84,0.9060566772114147,0.7677229,66.31467793030623
85,0.8962404623731867,0.7687937,66.10348468848997
86,0.9024557521293214,0.7682037,66.10348468848997
87,0.8988316896912101,0.7683566,66.2090813093981
88,0.9122301731076274,0.76387674,65.57550158394932
89,0.9021794089070567,0.76890296,65.36430834213304
90,0.9011506030609557,0.7688156,64.94192185850054
91,0.9003703452490427,0.7679196,64.51953537486801
92,0.9010909454805868,0.76746064,65.57550158394932
93,0.8979113736352721,0.7680507,65.46990496304119
94,0.8872071512095578,0.77100086,66.2090813093981
95,0.890451566239337,0.768597,66.73706441393875
96,0.8819109438182591,0.7702579,65.68109820485745
97,0.8806592836246624,0.7717002,66.2090813093981
98,0.8782914763563996,0.7719843,66.63146779303062
99,0.8913716916437749,0.76765734,65.89229144667371
100,0.8806313747292632,0.77255243,66.52587117212249
101,0.8710795932716423,0.7753059,66.52587117212249
102,0.8735572412297442,0.77248687,66.84266103484688
103,0.8671965148899105,0.7768138,66.73706441393875
104,0.8727018197933277,0.7729895,66.52587117212249
105,0.8692969602304739,0.7768575,66.52587117212249
106,0.8695664045693992,0.77357954,66.73706441393875
107,0.866295705141721,0.77589595,66.42027455121436
108,0.8681835610549766,0.7747378,66.10348468848997
109,0.8645794347449616,0.7774257,66.52587117212249
110,0.863636743188738,0.7761145,66.63146779303062
111,0.8683229082114213,0.77432257,66.63146779303062
112,0.8634242334565916,0.7755463,66.63146779303062
113,0.8636217033946431,0.77711976,66.73706441393875
114,0.8630067659424735,0.7770542,66.52587117212249
115,0.8606856598303868,0.778868,66.73706441393875
116,0.8565588911513349,0.78033215,67.05385427666315
117,0.8615030796377809,0.7778846,66.94825765575501
118,0.8645490453793452,0.77604896,66.94825765575501
119,0.8607738196849823,0.77633303,66.84266103484688
120,0.8606657414586394,0.7781687,66.73706441393875
121,0.8569062063744018,0.7787369,66.94825765575501
122,0.8618265306199347,0.7755245,66.84266103484688
123,0.863314256884835,0.77589595,66.73706441393875
124,0.8593354630303549,0.7761582,66.42027455121436
125,0.8598360094990763,0.77497816,66.84266103484688
126,0.8585913716496287,0.7762019,66.94825765575501
127,0.8562157180759457,0.77733827,66.63146779303062
128,0.8543560647464299,0.7770105,66.84266103484688
129,0.8534351588129163,0.778278,66.52587117212249
130,0.8565095765190525,0.77838725,66.52587117212249
131,0.8543071854364622,0.7787369,67.05385427666315
132,0.8557912663563149,0.7776442,66.73706441393875
133,0.858282398427283,0.7785402,66.73706441393875
134,0.8467856610988403,0.78044146,67.05385427666315
135,0.8539725479546126,0.7794799,66.63146779303062
136,0.85630728114735,0.7771853,67.15945089757128
137,0.8517178776380899,0.7788243,66.94825765575501
138,0.8485098785453743,0.78179634,67.05385427666315
139,0.8533314255567698,0.77607083,66.84266103484688
140,0.8486380592092767,0.7777972,66.73706441393875
141,0.8516158069347168,0.7794362,66.84266103484688
