epoch, loss, training accuracy, test accuracy
0,3.1398800213020164,0.10019668,16.68426610348469
1,2.929947236201146,0.14916958,20.16895459345301
2,2.825598241899397,0.18459353,27.34952481520591
3,2.7494922094411782,0.21193182,32.52375923970433
4,2.673264644529436,0.23133741,36.642027455121436
5,2.6093816176994697,0.25059003,40.33790918690602
6,2.54641378142617,0.2681381,41.71066525871172
7,2.490780359214836,0.2805944,46.779303062302006
8,2.4338098339267544,0.29536712,46.356916578669484
9,2.373362068863182,0.31496942,47.412882787750796
10,2.332459804394862,0.32449737,48.89123548046462
11,2.287676677503786,0.33369756,47.94086589229145
12,2.246102561317124,0.34739947,47.62407602956705
13,2.201693643389882,0.35891607,51.74234424498416
14,2.1659091075817187,0.36984265,50.05279831045406
15,2.139400779950869,0.37786275,52.37592397043295
16,2.115152761652753,0.38518357,53.431890179514255
17,2.0755888740499535,0.39722466,53.431890179514255
18,2.0523856271396985,0.4016827,54.5934530095037
19,2.0250450312674464,0.4122596,55.12143611404435
20,2.0007210401388313,0.41778848,55.12143611404435
21,1.9752321883515045,0.42725086,55.86061246040127
22,1.9455389534676826,0.43398166,56.810982048574445
23,1.9334674123283866,0.43603584,56.916578669482575
24,1.9092161238610328,0.4420236,55.649419218585
25,1.8831688245693288,0.45183566,55.43822597676874
26,1.8630117748167132,0.45701486,58.07814149947201
27,1.8439065884876917,0.4631556,56.38859556494192
28,1.82576403567841,0.46857518,56.70538542766631
29,1.8098814100652307,0.47207168,57.86694825765576
30,1.7910524436643906,0.48107517,57.127771911298844
31,1.773483198339289,0.4842876,59.97888067581837
32,1.7646290549031505,0.48494318,60.50686378035903
33,1.7471403305347148,0.48809004,60.71805702217529
34,1.7329029755158858,0.49643794,60.71805702217529
35,1.72172427410846,0.499257,60.929250263991555
36,1.7105324039926062,0.5000219,61.246040126715954
37,1.697109969512566,0.5048077,58.39493136219641
38,1.682202204624256,0.509528,61.774023231256606
39,1.6678179442465721,0.5135052,61.45723336853221
40,1.661455892682909,0.51547205,60.82365364308342
41,1.6396442461680698,0.5228584,62.40760295670539
42,1.641550976913292,0.5231862,63.252375923970426
43,1.6191255094288113,0.5295673,62.61879619852164
44,1.6148715284320858,0.5270979,61.774023231256606
45,1.5969955139226846,0.5335883,63.357972544878564
46,1.5902742107431371,0.53979456,62.93558606124604
47,1.5850650877385706,0.54101837,62.30200633579726
48,1.5726928367481365,0.5418269,61.246040126715954
49,1.5656830044059487,0.54420894,61.56282998944034
50,1.539547186131244,0.55205417,62.724392819429774
51,1.5412303009233275,0.5526224,63.99155227032735
52,1.5386340641475225,0.55227274,63.463569165786694
53,1.5369727603205434,0.5551355,63.252375923970426
54,1.537388067979079,0.55356205,63.78035902851109
55,1.5365674575725636,0.5534965,63.357972544878564
56,1.5347688849989352,0.5513549,63.78035902851109
57,1.5283268540055601,0.55893797,63.1467793030623
58,1.528599630869352,0.5553322,63.674762407602955
59,1.5295007335556137,0.55749565,63.1467793030623
60,1.5207913198671141,0.5585227,63.674762407602955
61,1.5229331658436702,0.5556818,63.357972544878564
62,1.5262858095702592,0.5555507,63.88595564941922
63,1.5566560003307315,0.54722464,63.357972544878564
64,1.5544245124696852,0.54781467,63.88595564941922
65,1.553583852061025,0.5473121,63.1467793030623
66,1.5570232809840383,0.5470717,63.674762407602955
67,1.5476873449512294,0.5488418,63.78035902851109
68,1.552400077139581,0.5515297,63.99155227032735
